session_id,device_id,session_start,session_end,game_title,game_category,plays,revenue_eur,error_count,age_group,event_log
S00071758,D0096,2026-03-15T23:10:00,2026-03-15T23:30:00,Treasure Quest,Adventure,4,4.61,2,25-34,info: no device exception
S00071759,D0096,2026-03-15T14:24:00,2026-03-15T14:33:00,Fruit Galaxy,Classic,7,6.77,0,25-34,info: standard telemetry event
S00071760,D0096,2026-03-15T20:21:00,2026-03-15T20:37:00,Lucky Harbor,Classic,5,5.34,1,18-24,info: standard telemetry event
S00071761,D0096,2026-03-15T14:01:00,2026-03-15T14:11:00,Fruit Galaxy,Classic,3,3.53,1,18-24,info: session completed normally
S00071762,D0096,2026-03-15T18:12:00,2026-03-15T18:27:00,Space Spin,Arcade,5,5.21,1,25-34,info: session completed normally
S00071763,D0096,2026-03-15T11:17:00,2026-03-15T11:35:00,Crystal Maze,Puzzle,5,0.45,7,35-44,warning: abnormal revenue drop and elevated error count
S00071764,D0097,2026-03-15T15:22:00,2026-03-15T15:43:00,Lucky Harbor,Classic,4,5.52,0,35-44,info: session completed normally
S00071765,D0097,2026-03-15T11:44:00,2026-03-15T12:08:00,Space Spin,Arcade,2,2.82,0,25-34,info: session completed normally
S00071766,D0097,2026-03-15T16:43:00,2026-03-15T17:12:00,Mystic Wheels,Chance,8,13.96,0,18-24,info: standard telemetry event
S00071767,D0097,2026-03-15T13:29:00,2026-03-15T13:47:00,Space Spin,Arcade,8,9.11,0,18-24,info: standard telemetry event
S00071768,D0097,2026-03-15T23:53:00,2026-03-16T00:08:00,Lucky Harbor,Classic,3,4.46,0,18-24,info: standard telemetry event
S00071769,D0098,2026-03-15T18:32:00,2026-03-15T18:35:00,Neon Racer,Skill,1,1.21,0,35-44,info: session completed normally
S00071770,D0098,2026-03-15T17:39:00,2026-03-15T18:01:00,Space Spin,Arcade,6,7.85,1,18-24,info: standard telemetry event
S00071771,D0098,2026-03-15T14:55:00,2026-03-15T15:27:00,Lucky Harbor,Classic,3,3.92,0,35-44,info: no device exception
S00071772,D0098,2026-03-15T23:11:00,2026-03-15T23:32:00,Neon Racer,Skill,2,2.27,0,25-34,info: no device exception
S00071773,D0098,2026-03-15T15:10:00,2026-03-15T15:22:00,Crystal Maze,Puzzle,2,1.77,0,35-44,info: session completed normally
S00071774,D0098,2026-03-15T13:16:00,2026-03-15T13:34:00,Crystal Maze,Puzzle,5,4.65,2,35-44,info: no device exception
S00071775,D0099,2026-03-15T17:41:00,2026-03-15T18:08:00,Lucky Harbor,Classic,5,6.69,0,45-54,info: no device exception
S00071776,D0099,2026-03-15T21:20:00,2026-03-15T21:42:00,Golden Safari,Adventure,4,6.26,0,25-34,info: standard telemetry event
S00071777,D0099,2026-03-15T23:06:00,2026-03-15T23:25:00,Golden Safari,Adventure,5,6.2,1,25-34,info: standard telemetry event
S00071778,D0099,2026-03-15T23:15:00,2026-03-15T23:25:00,Mystic Wheels,Chance,2,3.02,0,45-54,info: no device exception
S00071779,D0099,2026-03-15T12:30:00,2026-03-15T12:44:00,Space Spin,Arcade,3,3.62,0,35-44,info: standard telemetry event
S00071780,D0099,2026-03-15T12:33:00,2026-03-15T13:00:00,Crystal Maze,Puzzle,5,5.81,2,45-54,info: standard telemetry event
S00071781,D0099,2026-03-15T12:15:00,2026-03-15T12:29:00,Treasure Quest,Adventure,3,3.0,0,35-44,info: standard telemetry event
S00071782,D0099,2026-03-15T19:48:00,2026-03-15T19:51:00,Mystic Wheels,Chance,1,1.46,0,55+,info: standard telemetry event
S00071783,D0099,2026-03-15T19:15:00,2026-03-15T19:35:00,Space Spin,Arcade,2,1.99,1,25-34,info: standard telemetry event
S00071784,D0099,2026-03-15T19:03:00,2026-03-15T19:17:00,Mystic Wheels,Chance,1,1.55,0,35-44,info: standard telemetry event
S00071785,D0099,2026-03-15T10:39:00,2026-03-15T11:11:00,Space Spin,Arcade,4,4.7,0,18-24,info: session completed normally
S00071786,D0099,2026-03-15T18:06:00,2026-03-15T18:18:00,Neon Racer,Skill,3,3.52,0,55+,info: no device exception
S00071787,D0100,2026-03-15T19:08:00,2026-03-15T19:28:00,Mystic Wheels,Chance,3,4.45,0,45-54,info: session completed normally
S00071788,D0100,2026-03-15T18:11:00,2026-03-15T18:37:00,Lucky Harbor,Classic,8,9.87,0,55+,info: session completed normally
S00071789,D0100,2026-03-15T11:31:00,2026-03-15T12:02:00,Crystal Maze,Puzzle,6,6.62,3,18-24,warning: network synchronization delay
S00071790,D0100,2026-03-15T14:28:00,2026-03-15T14:45:00,Golden Safari,Adventure,5,7.8,1,25-34,info: standard telemetry event
S00071791,D0100,2026-03-15T21:12:00,2026-03-15T21:38:00,Mystic Wheels,Chance,3,5.35,0,25-34,info: standard telemetry event
S00071792,D0100,2026-03-15T15:33:00,2026-03-15T15:47:00,Neon Racer,Skill,4,6.26,0,35-44,info: no device exception
S00071793,D0100,2026-03-15T16:34:00,2026-03-15T16:46:00,Mystic Wheels,Chance,2,3.28,0,18-24,info: no device exception
S00071794,D0101,2026-03-15T14:00:00,2026-03-15T14:30:00,Mystic Wheels,Chance,9,11.67,3,55+,warning: network synchronization delay
S00071795,D0101,2026-03-15T17:43:00,2026-03-15T18:13:00,Neon Racer,Skill,5,4.27,0,45-54,info: standard telemetry event
S00071796,D0101,2026-03-15T20:52:00,2026-03-15T21:18:00,Lucky Harbor,Classic,4,4.99,0,35-44,info: standard telemetry event
S00071797,D0102,2026-03-15T11:40:00,2026-03-15T12:07:00,Treasure Quest,Adventure,4,6.21,0,25-34,info: standard telemetry event
S00071798,D0102,2026-03-15T13:18:00,2026-03-15T13:31:00,Fruit Galaxy,Classic,4,5.58,2,45-54,info: standard telemetry event
S00071799,D0102,2026-03-15T20:13:00,2026-03-15T20:32:00,Lucky Harbor,Classic,4,6.16,0,25-34,info: no device exception
S00071800,D0102,2026-03-15T16:54:00,2026-03-15T17:19:00,Mystic Wheels,Chance,4,6.9,0,35-44,info: standard telemetry event
S00071801,D0102,2026-03-15T17:16:00,2026-03-15T17:36:00,Treasure Quest,Adventure,2,2.83,0,18-24,info: no device exception
S00071802,D0103,2026-03-15T16:04:00,2026-03-15T16:31:00,Crystal Maze,Puzzle,2,2.11,0,25-34,info: session completed normally
S00071803,D0103,2026-03-15T21:28:00,2026-03-15T21:51:00,Crystal Maze,Puzzle,5,5.14,0,25-34,info: session completed normally
S00071804,D0103,2026-03-15T17:43:00,2026-03-15T18:05:00,Mystic Wheels,Chance,3,5.1,0,45-54,info: standard telemetry event
S00071805,D0103,2026-03-15T20:22:00,2026-03-15T20:44:00,Golden Safari,Adventure,5,6.08,0,25-34,info: no device exception
S00071806,D0103,2026-03-15T17:40:00,2026-03-15T18:09:00,Space Spin,Arcade,8,9.81,0,55+,info: standard telemetry event
S00071807,D0103,2026-03-15T16:45:00,2026-03-15T17:16:00,Fruit Galaxy,Classic,9,10.98,1,18-24,info: no device exception
S00071808,D0103,2026-03-15T20:25:00,2026-03-15T20:41:00,Neon Racer,Skill,4,4.05,1,35-44,info: no device exception
S00071809,D0103,2026-03-15T16:17:00,2026-03-15T16:34:00,Fruit Galaxy,Classic,5,5.75,0,35-44,info: no device exception
S00071810,D0104,2026-03-15T16:54:00,2026-03-15T16:57:00,Golden Safari,Adventure,1,1.68,0,35-44,info: session completed normally
S00071811,D0104,2026-03-15T15:50:00,2026-03-15T16:07:00,Space Spin,Arcade,7,12.08,0,35-44,info: standard telemetry event
S00071812,D0104,2026-03-15T20:17:00,2026-03-15T20:31:00,Golden Safari,Adventure,2,3.7,0,25-34,info: session completed normally
S00071813,D0104,2026-03-15T15:10:00,2026-03-15T15:30:00,Neon Racer,Skill,4,6.32,0,45-54,info: standard telemetry event
S00071814,D0104,2026-03-15T19:49:00,2026-03-15T20:06:00,Crystal Maze,Puzzle,5,4.92,0,18-24,info: standard telemetry event
S00071815,D0104,2026-03-15T23:34:00,2026-03-15T23:59:00,Golden Safari,Adventure,6,10.78,0,45-54,info: session completed normally
S00071816,D0104,2026-03-15T13:29:00,2026-03-15T13:52:00,Mystic Wheels,Chance,3,4.92,1,45-54,info: no device exception
S00071817,D0104,2026-03-15T23:33:00,2026-03-15T23:53:00,Crystal Maze,Puzzle,4,5.55,1,45-54,info: session completed normally
S00071818,D0104,2026-03-15T19:21:00,2026-03-15T19:38:00,Neon Racer,Skill,3,4.23,0,45-54,info: session completed normally
S00071819,D0105,2026-03-15T13:29:00,2026-03-15T13:42:00,Neon Racer,Skill,2,2.36,1,45-54,info: standard telemetry event
S00071820,D0105,2026-03-15T22:48:00,2026-03-15T23:14:00,Mystic Wheels,Chance,5,9.27,1,35-44,info: no device exception
S00071821,D0105,2026-03-15T18:50:00,2026-03-15T19:08:00,Mystic Wheels,Chance,3,4.6,0,18-24,info: session completed normally
S00071822,D0105,2026-03-15T23:08:00,2026-03-15T23:26:00,Lucky Harbor,Classic,4,5.31,1,35-44,info: no device exception
S00071823,D0105,2026-03-15T17:09:00,2026-03-15T17:23:00,Space Spin,Arcade,4,4.65,1,35-44,info: standard telemetry event
S00071824,D0105,2026-03-15T18:33:00,2026-03-15T18:47:00,Lucky Harbor,Classic,1,1.22,0,35-44,info: standard telemetry event
S00071825,D0105,2026-03-15T17:56:00,2026-03-15T18:02:00,Neon Racer,Skill,2,2.4,0,25-34,info: session completed normally
S00071826,D0106,2026-03-15T19:36:00,2026-03-15T19:55:00,Lucky Harbor,Classic,2,2.71,0,25-34,info: session completed normally
S00071827,D0106,2026-03-15T23:59:00,2026-03-16T00:07:00,Space Spin,Arcade,2,2.23,0,45-54,info: session completed normally
S00071828,D0106,2026-03-15T10:41:00,2026-03-15T11:01:00,Neon Racer,Skill,4,5.17,0,25-34,info: no device exception
S00071829,D0106,2026-03-15T18:53:00,2026-03-15T18:57:00,Crystal Maze,Puzzle,1,0.72,0,45-54,info: no device exception
S00071830,D0106,2026-03-15T22:07:00,2026-03-15T22:20:00,Lucky Harbor,Classic,6,8.78,0,25-34,info: no device exception
S00071831,D0107,2026-03-15T19:32:00,2026-03-15T19:35:00,Lucky Harbor,Classic,2,3.0,0,25-34,info: standard telemetry event
S00071832,D0107,2026-03-15T21:53:00,2026-03-15T22:19:00,Lucky Harbor,Classic,3,3.36,0,35-44,info: session completed normally
S00071833,D0107,2026-03-15T17:07:00,2026-03-15T17:18:00,Neon Racer,Skill,4,4.99,0,18-24,info: standard telemetry event
S00071834,D0107,2026-03-15T18:47:00,2026-03-15T19:12:00,Fruit Galaxy,Classic,8,8.06,1,25-34,info: standard telemetry event
S00071835,D0107,2026-03-15T20:07:00,2026-03-15T20:26:00,Treasure Quest,Adventure,4,4.76,1,35-44,info: standard telemetry event
S00071836,D0108,2026-03-15T12:01:00,2026-03-15T12:09:00,Treasure Quest,Adventure,3,4.0,0,18-24,info: standard telemetry event
S00071837,D0108,2026-03-15T18:19:00,2026-03-15T18:49:00,Neon Racer,Skill,5,6.41,0,55+,info: session completed normally
S00071838,D0108,2026-03-15T13:58:00,2026-03-15T14:12:00,Treasure Quest,Adventure,1,1.16,0,45-54,info: no device exception
S00071839,D0108,2026-03-15T22:55:00,2026-03-15T23:31:00,Treasure Quest,Adventure,10,14.56,2,25-34,info: session completed normally
S00071840,D0108,2026-03-15T18:26:00,2026-03-15T18:52:00,Fruit Galaxy,Classic,2,1.73,1,18-24,info: no device exception
S00071841,D0108,2026-03-15T13:36:00,2026-03-15T13:52:00,Treasure Quest,Adventure,7,9.28,1,55+,info: no device exception
S00071842,D0108,2026-03-15T13:27:00,2026-03-15T13:40:00,Mystic Wheels,Chance,4,5.89,1,35-44,info: session completed normally
S00071843,D0109,2026-03-15T22:35:00,2026-03-15T22:53:00,Fruit Galaxy,Classic,2,2.71,0,25-34,info: session completed normally
S00071844,D0109,2026-03-15T20:35:00,2026-03-15T20:56:00,Crystal Maze,Puzzle,6,5.57,3,45-54,info: session completed with recoverable device event
S00071845,D0109,2026-03-15T19:28:00,2026-03-15T19:38:00,Fruit Galaxy,Classic,3,3.5,1,18-24,info: standard telemetry event
S00071846,D0109,2026-03-15T17:10:00,2026-03-15T17:14:00,Neon Racer,Skill,2,2.61,0,25-34,info: no device exception
S00071847,D0109,2026-03-15T17:17:00,2026-03-15T17:28:00,Treasure Quest,Adventure,2,2.76,0,25-34,info: no device exception
S00071848,D0109,2026-03-15T19:27:00,2026-03-15T19:41:00,Crystal Maze,Puzzle,5,4.98,1,35-44,info: session completed normally
S00071849,D0109,2026-03-15T19:25:00,2026-03-15T19:50:00,Space Spin,Arcade,6,6.85,3,18-24,info: session completed with recoverable device event
S00071850,D0110,2026-03-15T16:29:00,2026-03-15T16:57:00,Crystal Maze,Puzzle,6,6.96,1,25-34,info: session completed normally
S00071851,D0110,2026-03-15T18:44:00,2026-03-15T19:06:00,Fruit Galaxy,Classic,5,5.56,5,35-44,warning: network synchronization delay
S00071852,D0110,2026-03-15T21:15:00,2026-03-15T21:28:00,Crystal Maze,Puzzle,4,3.79,3,55+,warning: network synchronization delay
S00071853,D0110,2026-03-15T08:26:00,2026-03-15T08:43:00,Mystic Wheels,Chance,4,7.0,1,25-34,info: standard telemetry event
S00071854,D0110,2026-03-15T16:12:00,2026-03-15T16:25:00,Mystic Wheels,Chance,2,2.98,0,18-24,info: session completed normally
S00071855,D0111,2026-03-15T21:56:00,2026-03-15T22:14:00,Golden Safari,Adventure,3,3.72,1,45-54,info: standard telemetry event
S00071856,D0111,2026-03-15T20:40:00,2026-03-15T20:55:00,Neon Racer,Skill,3,3.59,0,35-44,info: standard telemetry event
S00071857,D0111,2026-03-15T22:44:00,2026-03-15T22:55:00,Fruit Galaxy,Classic,3,3.67,0,35-44,info: standard telemetry event
S00071858,D0111,2026-03-15T23:40:00,2026-03-15T23:52:00,Lucky Harbor,Classic,6,8.79,0,25-34,info: no device exception
S00071859,D0111,2026-03-15T12:51:00,2026-03-15T13:25:00,Treasure Quest,Adventure,6,6.47,0,25-34,info: no device exception
S00071860,D0111,2026-03-15T15:24:00,2026-03-15T15:44:00,Mystic Wheels,Chance,8,10.5,0,35-44,info: no device exception
S00071861,D0111,2026-03-15T23:53:00,2026-03-15T23:56:00,Neon Racer,Skill,2,2.0,0,18-24,info: standard telemetry event
S00071862,D0111,2026-03-15T18:46:00,2026-03-15T18:56:00,Treasure Quest,Adventure,3,3.18,0,45-54,info: no device exception
S00071863,D0112,2026-03-15T19:33:00,2026-03-15T19:54:00,Fruit Galaxy,Classic,8,12.32,0,25-34,info: no device exception
S00071864,D0112,2026-03-15T18:03:00,2026-03-15T18:19:00,Lucky Harbor,Classic,3,3.56,0,25-34,info: standard telemetry event
S00071865,D0112,2026-03-15T16:38:00,2026-03-15T16:48:00,Space Spin,Arcade,1,1.37,0,55+,info: no device exception
S00071866,D0112,2026-03-15T12:21:00,2026-03-15T12:45:00,Treasure Quest,Adventure,6,9.68,0,35-44,info: standard telemetry event
S00071867,D0112,2026-03-15T18:43:00,2026-03-15T19:11:00,Golden Safari,Adventure,7,10.05,0,45-54,info: no device exception
S00071868,D0112,2026-03-15T20:20:00,2026-03-15T20:23:00,Crystal Maze,Puzzle,1,1.04,0,25-34,info: session completed normally
S00071869,D0112,2026-03-15T21:55:00,2026-03-15T22:08:00,Golden Safari,Adventure,2,3.01,0,55+,info: no device exception
S00071870,D0112,2026-03-15T13:59:00,2026-03-15T14:20:00,Mystic Wheels,Chance,4,5.79,0,25-34,info: standard telemetry event
S00071871,D0112,2026-03-15T22:36:00,2026-03-15T23:06:00,Golden Safari,Adventure,11,18.44,0,18-24,info: standard telemetry event
S00071872,D0113,2026-03-15T14:21:00,2026-03-15T14:57:00,Lucky Harbor,Classic,8,9.11,2,35-44,info: no device exception
S00071873,D0113,2026-03-15T20:09:00,2026-03-15T20:12:00,Neon Racer,Skill,3,4.66,1,25-34,info: no device exception
S00071874,D0113,2026-03-15T14:07:00,2026-03-15T14:35:00,Fruit Galaxy,Classic,4,5.19,0,25-34,info: session completed normally
S00071875,D0113,2026-03-15T18:16:00,2026-03-15T18:33:00,Treasure Quest,Adventure,5,8.36,1,45-54,info: standard telemetry event
S00071876,D0113,2026-03-15T21:26:00,2026-03-15T21:42:00,Crystal Maze,Puzzle,5,4.89,0,35-44,info: standard telemetry event
S00071877,D0114,2026-03-15T23:34:00,2026-03-15T23:55:00,Neon Racer,Skill,7,7.05,0,25-34,info: standard telemetry event
S00071878,D0114,2026-03-15T15:56:00,2026-03-15T16:17:00,Lucky Harbor,Classic,3,4.21,2,18-24,info: standard telemetry event
S00071879,D0114,2026-03-15T23:24:00,2026-03-15T23:50:00,Lucky Harbor,Classic,5,6.26,0,35-44,info: standard telemetry event
S00071880,D0114,2026-03-15T18:22:00,2026-03-15T18:36:00,Fruit Galaxy,Classic,1,1.2,0,25-34,info: session completed normally
S00071881,D0114,2026-03-15T23:22:00,2026-03-15T23:43:00,Mystic Wheels,Chance,2,2.71,0,25-34,info: standard telemetry event
S00071882,D0115,2026-03-15T19:34:00,2026-03-15T19:47:00,Lucky Harbor,Classic,3,4.33,1,35-44,info: standard telemetry event
S00071883,D0115,2026-03-15T19:28:00,2026-03-15T19:46:00,Lucky Harbor,Classic,5,5.68,0,25-34,info: standard telemetry event
S00071884,D0115,2026-03-15T21:25:00,2026-03-15T21:37:00,Neon Racer,Skill,3,3.44,1,18-24,info: standard telemetry event
S00071885,D0116,2026-03-15T11:37:00,2026-03-15T11:59:00,Golden Safari,Adventure,4,4.4,0,25-34,info: no device exception
S00071886,D0116,2026-03-15T15:53:00,2026-03-15T16:16:00,Crystal Maze,Puzzle,3,2.8,0,45-54,info: no device exception
S00071887,D0116,2026-03-15T13:57:00,2026-03-15T14:19:00,Treasure Quest,Adventure,3,3.75,0,25-34,info: standard telemetry event
S00071888,D0116,2026-03-15T22:31:00,2026-03-15T22:50:00,Fruit Galaxy,Classic,9,10.91,2,25-34,info: no device exception
S00071889,D0116,2026-03-15T20:40:00,2026-03-15T21:04:00,Golden Safari,Adventure,5,5.81,0,18-24,info: standard telemetry event
S00071890,D0117,2026-03-15T17:04:00,2026-03-15T17:19:00,Golden Safari,Adventure,4,5.33,1,55+,info: standard telemetry event
S00071891,D0117,2026-03-15T09:51:00,2026-03-15T10:16:00,Mystic Wheels,Chance,6,8.86,0,25-34,info: session completed normally
S00071892,D0117,2026-03-15T13:53:00,2026-03-15T13:59:00,Lucky Harbor,Classic,2,2.57,0,18-24,info: standard telemetry event
S00071893,D0117,2026-03-15T14:44:00,2026-03-15T15:06:00,Mystic Wheels,Chance,6,7.35,1,25-34,info: no device exception
S00071894,D0117,2026-03-15T16:24:00,2026-03-15T16:41:00,Space Spin,Arcade,3,2.91,0,18-24,info: session completed normally
S00071895,D0117,2026-03-15T11:08:00,2026-03-15T11:29:00,Mystic Wheels,Chance,3,4.62,0,18-24,info: standard telemetry event
S00071896,D0117,2026-03-15T22:49:00,2026-03-15T23:06:00,Mystic Wheels,Chance,2,2.32,0,35-44,info: standard telemetry event
S00071897,D0117,2026-03-15T16:27:00,2026-03-15T16:44:00,Mystic Wheels,Chance,4,5.16,0,45-54,info: no device exception
S00071898,D0117,2026-03-15T16:59:00,2026-03-15T17:07:00,Crystal Maze,Puzzle,3,3.12,0,55+,info: standard telemetry event
S00071899,D0117,2026-03-15T17:06:00,2026-03-15T17:19:00,Mystic Wheels,Chance,3,4.71,0,45-54,info: no device exception
S00071900,D0118,2026-03-15T17:35:00,2026-03-15T17:52:00,Space Spin,Arcade,3,3.37,1,18-24,info: session completed normally
S00071901,D0118,2026-03-15T23:02:00,2026-03-15T23:09:00,Crystal Maze,Puzzle,5,5.98,3,25-34,info: session completed with recoverable device event
S00071902,D0118,2026-03-15T23:35:00,2026-03-16T00:02:00,Mystic Wheels,Chance,5,7.88,1,45-54,info: standard telemetry event
S00071903,D0118,2026-03-15T22:39:00,2026-03-15T22:50:00,Fruit Galaxy,Classic,2,2.19,0,45-54,info: no device exception
S00071904,D0118,2026-03-15T20:05:00,2026-03-15T20:25:00,Space Spin,Arcade,3,4.04,0,45-54,info: session completed normally
S00071905,D0118,2026-03-15T13:06:00,2026-03-15T13:17:00,Fruit Galaxy,Classic,1,0.99,0,18-24,info: no device exception
S00071906,D0118,2026-03-15T20:52:00,2026-03-15T21:21:00,Neon Racer,Skill,4,4.32,1,35-44,info: session completed normally
S00071907,D0118,2026-03-15T21:08:00,2026-03-15T21:14:00,Treasure Quest,Adventure,2,3.14,0,35-44,info: no device exception
S00071908,D0118,2026-03-15T19:23:00,2026-03-15T19:26:00,Neon Racer,Skill,1,1.14,0,25-34,info: no device exception
S00071909,D0118,2026-03-15T17:44:00,2026-03-15T18:02:00,Mystic Wheels,Chance,4,6.59,0,35-44,info: standard telemetry event
S00071910,D0118,2026-03-15T16:24:00,2026-03-15T16:27:00,Crystal Maze,Puzzle,1,1.06,1,25-34,info: session completed normally
S00071911,D0118,2026-03-15T18:15:00,2026-03-15T18:32:00,Neon Racer,Skill,5,6.79,1,35-44,info: standard telemetry event
S00071912,D0118,2026-03-15T20:22:00,2026-03-15T20:54:00,Treasure Quest,Adventure,4,5.52,0,25-34,info: no device exception
S00071913,D0119,2026-03-15T23:01:00,2026-03-15T23:12:00,Fruit Galaxy,Classic,2,1.65,0,25-34,info: standard telemetry event
S00071914,D0119,2026-03-15T19:17:00,2026-03-15T19:37:00,Crystal Maze,Puzzle,5,4.83,0,25-34,info: session completed normally
S00071915,D0119,2026-03-15T12:21:00,2026-03-15T12:24:00,Fruit Galaxy,Classic,1,1.07,0,25-34,info: no device exception
S00071916,D0119,2026-03-15T14:49:00,2026-03-15T15:12:00,Space Spin,Arcade,7,7.62,0,25-34,info: standard telemetry event
S00071917,D0119,2026-03-15T18:39:00,2026-03-15T19:09:00,Neon Racer,Skill,1,1.15,0,25-34,info: no device exception
S00071918,D0119,2026-03-15T15:00:00,2026-03-15T15:26:00,Neon Racer,Skill,5,4.42,0,45-54,info: session completed normally
S00071919,D0119,2026-03-15T20:15:00,2026-03-15T20:41:00,Mystic Wheels,Chance,11,15.05,0,35-44,info: no device exception
S00071920,D0120,2026-03-15T16:32:00,2026-03-15T16:42:00,Crystal Maze,Puzzle,3,4.27,0,18-24,info: standard telemetry event
S00071921,D0120,2026-03-15T19:03:00,2026-03-15T19:24:00,Mystic Wheels,Chance,6,10.99,1,25-34,info: session completed normally
S00071922,D0120,2026-03-15T16:18:00,2026-03-15T16:41:00,Neon Racer,Skill,2,2.48,0,25-34,info: session completed normally
S00071923,D0120,2026-03-15T17:08:00,2026-03-15T17:15:00,Lucky Harbor,Classic,1,1.75,0,25-34,info: no device exception
S00071924,D0120,2026-03-15T19:59:00,2026-03-15T20:16:00,Treasure Quest,Adventure,3,4.62,0,25-34,info: standard telemetry event
S00071925,D0120,2026-03-15T20:25:00,2026-03-15T20:56:00,Treasure Quest,Adventure,5,7.91,1,45-54,info: session completed normally
S00071926,D0120,2026-03-15T18:04:00,2026-03-15T18:16:00,Neon Racer,Skill,5,6.34,1,25-34,info: no device exception
S00071927,D0120,2026-03-15T15:55:00,2026-03-15T16:05:00,Neon Racer,Skill,2,2.94,0,25-34,info: standard telemetry event
S00071928,D0120,2026-03-15T19:45:00,2026-03-15T20:09:00,Fruit Galaxy,Classic,5,7.65,1,35-44,info: no device exception
S00071929,D0120,2026-03-15T18:25:00,2026-03-15T18:41:00,Neon Racer,Skill,6,8.72,1,25-34,info: standard telemetry event
S00071930,D0120,2026-03-15T16:39:00,2026-03-15T16:57:00,Mystic Wheels,Chance,5,9.58,0,35-44,info: standard telemetry event
S00071931,D0001,2026-03-16T19:36:00,2026-03-16T19:54:00,Lucky Harbor,Classic,5,5.95,0,45-54,info: standard telemetry event
S00071932,D0001,2026-03-16T14:00:00,2026-03-16T14:13:00,Neon Racer,Skill,2,2.21,0,35-44,info: session completed normally
S00071933,D0001,2026-03-16T13:52:00,2026-03-16T14:13:00,Mystic Wheels,Chance,3,3.83,1,35-44,info: no device exception
S00071934,D0001,2026-03-16T21:45:00,2026-03-16T22:00:00,Treasure Quest,Adventure,3,4.23,0,35-44,info: standard telemetry event
S00071935,D0001,2026-03-16T17:02:00,2026-03-16T17:06:00,Crystal Maze,Puzzle,1,0.95,1,35-44,info: no device exception
S00071936,D0002,2026-03-16T17:48:00,2026-03-16T18:08:00,Mystic Wheels,Chance,4,6.5,0,18-24,info: no device exception
S00071937,D0002,2026-03-16T11:01:00,2026-03-16T11:14:00,Neon Racer,Skill,2,3.1,1,45-54,info: standard telemetry event
S00071938,D0002,2026-03-16T19:43:00,2026-03-16T20:12:00,Mystic Wheels,Chance,7,11.89,0,55+,info: session completed normally
S00071939,D0003,2026-03-16T21:26:00,2026-03-16T21:51:00,Space Spin,Arcade,9,9.27,1,35-44,info: standard telemetry event
S00071940,D0004,2026-03-16T18:46:00,2026-03-16T19:13:00,Lucky Harbor,Classic,7,8.75,2,25-34,info: session completed normally
S00071941,D0004,2026-03-16T13:34:00,2026-03-16T14:02:00,Crystal Maze,Puzzle,7,6.6,0,25-34,info: no device exception
S00071942,D0004,2026-03-16T12:35:00,2026-03-16T13:04:00,Mystic Wheels,Chance,5,6.55,0,25-34,info: no device exception
S00071943,D0005,2026-03-16T14:57:00,2026-03-16T15:34:00,Neon Racer,Skill,9,14.1,0,45-54,info: no device exception
S00071944,D0005,2026-03-16T19:02:00,2026-03-16T19:32:00,Mystic Wheels,Chance,3,5.23,0,45-54,info: no device exception
S00071945,D0005,2026-03-16T19:27:00,2026-03-16T19:46:00,Golden Safari,Adventure,4,7.02,0,25-34,info: session completed normally
S00071946,D0005,2026-03-16T21:26:00,2026-03-16T21:50:00,Lucky Harbor,Classic,6,8.92,1,35-44,info: session completed normally
S00071947,D0006,2026-03-16T14:47:00,2026-03-16T15:21:00,Neon Racer,Skill,6,5.51,0,55+,info: session completed normally
S00071948,D0006,2026-03-16T23:57:00,2026-03-17T00:05:00,Mystic Wheels,Chance,2,2.82,0,45-54,info: session completed normally
S00071949,D0007,2026-03-16T22:53:00,2026-03-16T22:57:00,Crystal Maze,Puzzle,1,1.44,0,45-54,info: no device exception
S00071950,D0007,2026-03-16T14:12:00,2026-03-16T14:31:00,Crystal Maze,Puzzle,6,9.53,0,45-54,info: no device exception
S00071951,D0007,2026-03-16T13:05:00,2026-03-16T13:15:00,Fruit Galaxy,Classic,3,4.46,1,45-54,info: no device exception
S00071952,D0007,2026-03-16T19:34:00,2026-03-16T19:51:00,Crystal Maze,Puzzle,4,4.08,2,25-34,info: standard telemetry event
S00071953,D0007,2026-03-16T16:19:00,2026-03-16T16:36:00,Golden Safari,Adventure,2,3.15,3,55+,warning: network synchronization delay
S00071954,D0007,2026-03-16T17:11:00,2026-03-16T17:20:00,Crystal Maze,Puzzle,3,3.24,0,25-34,info: session completed normally
S00071955,D0008,2026-03-16T19:59:00,2026-03-16T20:23:00,Fruit Galaxy,Classic,3,3.05,0,25-34,info: session completed normally
S00071956,D0008,2026-03-16T13:55:00,2026-03-16T14:13:00,Mystic Wheels,Chance,4,5.21,0,35-44,info: standard telemetry event
S00071957,D0008,2026-03-16T09:54:00,2026-03-16T10:09:00,Lucky Harbor,Classic,5,6.44,1,45-54,info: session completed normally
S00071958,D0009,2026-03-16T16:21:00,2026-03-16T16:37:00,Treasure Quest,Adventure,5,5.41,1,55+,info: session completed normally
S00071959,D0009,2026-03-16T19:06:00,2026-03-16T19:09:00,Space Spin,Arcade,2,2.97,0,18-24,info: session completed normally
S00071960,D0010,2026-03-16T14:24:00,2026-03-16T14:45:00,Golden Safari,Adventure,3,5.01,0,35-44,info: standard telemetry event
S00071961,D0010,2026-03-16T23:13:00,2026-03-16T23:46:00,Treasure Quest,Adventure,8,11.52,3,35-44,warning: network synchronization delay
